"id","location_id","title","level","exp","gold","raw_response"
"165","34","🧜🏻‍♀️ Русалка","26","200","15","📋 Страница монстра

🧜🏻‍♀️ Русалка
🔸 Уровень: 26
🗺 Зона охоты: 💧 Спуск к воде (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 200
💰 Золото: 15

Дроп ресурсов:
🔖 Свиток заточки [III]
🍏 Зеленое яблоко
❇️ Кожа
❇️🏺Пропитанная сосна
⏺💧Чистый хитин
💰 Кошель с золотом (100)"
"166","34","🧜‍♂️ Тритон","27","200","14","📋 Страница монстра

🧜‍♂️ Тритон
🔸 Уровень: 27
🗺 Зона охоты: 💧 Спуск к воде (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 200
💰 Золото: 14

Дроп ресурсов:
⚛️ Кровь
💰 Кошель с золотом (100)
❇️🕯Закаленное олово
❇️🕯Обожженная сосна
👝 Мешок с ресурсами [I]
❇️ Кожа
❇️🏺Пропитанная кожа
🔱Трезубец
🍊 Апельсин"
"167","34","🧜🏻‍♀️ Русалка","26","200","15","📋 Страница монстра

🧜🏻‍♀️ Русалка
🔸 Уровень: 26
🗺 Зона охоты: 💧 Спуск к воде (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 200
💰 Золото: 15

Дроп ресурсов:
💰 Кошель с золотом (100)
🍐 Груша
👝 Мешок с ресурсами [I]
✴️ Кость
❇️ Кожа
🟦Кожа водной девы
🔖 Свиток заточки [III]"
"168","56","🦕 Эсси","24","250","20","📋 Страница монстра

🦕 Эсси
🔸 Уровень: 24
🗺 Зона охоты: 🛶 Лодочная станция (❄️⚓🏛 Чёртова бухта)

Награда за убийство:
✨ Опыт: 250
💰 Золото: 20

Дроп экипировки:
📿 Beads Waves [III+]
📿 Beads of Tsunami [III+]
📿 Beads of Sea Depths [III+]
📿 Pendant of Sea Water [III+]

Дроп ресурсов:
⚛️ Кровь
🥾Старый башмак
⚛️🕯Обожженный амарант
✴️💧Чистая кость
💰 Котомка с золотом (250)
🔖 Свиток заточки [III]
🛑 Философский камень
⏺🕯Обожженный бук
❇️ Кожа
⏺🕯Закаленная сталь"
"169","32","🐊 Кайман","27","140","14","📋 Страница монстра

🐊 Кайман
🔸 Уровень: 27
🗺 Зона охоты: 🏖 Побережье (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 140
💰 Золото: 14

Дроп ресурсов:
📄Рецепт [III]: Древнее кровавое ожерелье
📄Рецепт [III]: Древняя стальная цепь
📄Рецепт [III]: Древняя кольчуга авангарда
⚛️ Амарант
📄Рецепт [III]: Древний кулон баланса
📄Рецепт [III]: Древний кровавый нагрудник
📄Рецепт [III]: Древний панцирь наития
📄Рецепт [III]: Древняя цепь авангарда
📄Рецепт [III]: Древний стальной доспех
📄Рецепт [III]: Древние бусы из костей
📄Рецепт [III]: Древний скользящий оберег
📄Рецепт [III]: Древний костяной доспех
📄Рецепт [III]: Древнее ожерелье наития
📄Рецепт [III]: Древний скользящий дублет
📄Рецепт [III]: Древний доспех баланса"
"170","32","🦓 Зебра","26","130","11","📋 Страница монстра

🦓 Зебра
🔸 Уровень: 26
🗺 Зона охоты: 🏖 Побережье (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 130
💰 Золото: 11

Дроп ресурсов:
📄Рецепт [III]: Древние костяные сапоги
📄Рецепт [III]: Древние кровавые сапоги
📄Рецепт [III]: Древние стальные сапоги
📄Рецепт [III]: Древние сапоги баланса
📄Рецепт [III]: Древние ботинки авангарда
📄Рецепт [III]: Древние ботинки наития
📄Рецепт [III]: Древние скользящие пулены"
"171","32","🦞 Отшельник","24","120","9","📋 Страница монстра

🦞 Отшельник
🔸 Уровень: 24
🗺 Зона охоты: 🏖 Побережье (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 120
💰 Золото: 9

Дроп ресурсов:
📄Рецепт [III]: Древние костяные сапоги
📄Рецепт [III]: Древние кровавые сапоги
📄Рецепт [III]: Древние костяные наручи
📄Рецепт [III]: Древние кровавые перчатки
📄Рецепт [III]: Древние стальные сапоги
📄Рецепт [III]: Древние перчатки авангарда
📄Рецепт [III]: Древние сапоги баланса
📄Рецепт [III]: Древние ботинки авангарда
📄Рецепт [III]: Древние ботинки наития
📄Рецепт [III]: Древние скользящие перчатки
📄Рецепт [III]: Древние браслеты наития
📄Рецепт [III]: Древние скользящие пулены
📄Рецепт [III]: Древние стальные перчатки
📄Рецепт [III]: Древние перчатки баланса"
"172","32","🦙 Лама","25","125","10","📋 Страница монстра

🦙 Лама
🔸 Уровень: 25
🗺 Зона охоты: 🏖 Побережье (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 125
💰 Золото: 10

Дроп ресурсов:
📄Рецепт [III]: Древнее кровавое ожерелье
📄Рецепт [III]: Древняя стальная цепь
📄Рецепт [III]: Древний кулон баланса
📄Рецепт [III]: Древняя цепь авангарда
📄Рецепт [III]: Древние бусы из костей
📄Рецепт [III]: Древний скользящий оберег
📄Рецепт [III]: Древнее ожерелье наития"
"173","32","🐚 Пресная ракушка","26","120","50","📋 Страница монстра

🐚 Пресная ракушка
🔸 Уровень: 26
🗺 Зона охоты: 🏖 Побережье (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 120
💰 Золото: 50

Дроп ресурсов:
⚛️ Титан
📄Рецепт [III]: Древний шлем баланса
📄Рецепт [III]: Древний скользящий шлем
📄Рецепт [III]: Древний костяной шлем
🛑 Философский камень
🌡 Эликсир здоровья +100%
💟 Талант - Блестящие латы
💰 Кошель с золотом (100)
💰 Котомка с золотом (250)
💟 Талант - Закалка
⏺ Бук
🍪 Печенька
💚 Личный бонус регенерации 6ч
⏺ Хитин
📄Рецепт [III]: Древний шлем наития
📄Рецепт [III]: Древний стальной шлем
⚛️ Кровь
📄Рецепт [III]: Древний кровавый шлем
📄Рецепт [III]: Древняя каска авангарда
⚛️ Амарант"
"174","31","🍄 Мухомор","23","110","14","📋 Страница монстра

🍄 Мухомор
🔸 Уровень: 23
🗺 Зона охоты: 🌿 Заросли (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 110
💰 Золото: 14

Дроп ресурсов:
🗺 Знание Эпсил
🔖 Свиток заточки [III]
⚛️ Титан
🕯Свеча для обжига
💰 Кошель с золотом (100)
💩 Карма
✴️ Медь
⏺ Кованая сталь"
"175","31","🥀 Дионея","22","100","12","📋 Страница монстра

🥀 Дионея
🔸 Уровень: 22
🗺 Зона охоты: 🌿 Заросли (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 100
💰 Золото: 12

Дроп ресурсов:
🗺 Знание Эпсил
🕯Свеча для обжига
⚛️ Кровь
👝 Мешок с ресурсами [III]
✴️ Кость"
"176","31","🎋 Атропа","21","100","12","📋 Страница монстра

🎋 Атропа
🔸 Уровень: 21
🗺 Зона охоты: 🌿 Заросли (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 100
💰 Золото: 12

Дроп ресурсов:
🔖 Свиток заточки [III]
⏺ Бук
❇️ Сосна
🗺 Знание Эпсил
⚛️ Амарант"
"177","33","🥚 Яйцо","22","130","20","📋 Страница монстра

🥚 Яйцо
🔸 Уровень: 22
🗺 Зона охоты: 💦 Сквозь водопад (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 130
💰 Золото: 20

Дроп ресурсов:
📝 Запись Аарона
🗺 Знание Эпсил"
"178","33","🦖 T.Rex","22","150","30","📋 Страница монстра

🦖 T.Rex
🔸 Уровень: 22
🗺 Зона охоты: 💦 Сквозь водопад (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 150
💰 Золото: 30

Дроп экипировки:
🎽 T.Rex Siege Heavy Armor [III]
🎽 T.Rex Armor of Aspirations [III]
🎽 T.Rex Berserker's Armor [III]
🎽 T.Rex Dissent Jacket [III]
🎽 T.Rex Crusher Armor [III]
🎽 T.Rex Saboteur's Armor [III]
🎽 T.Rex Graceful Armor [III]

Дроп ресурсов:
🔖 Свиток заточки [III]
🧩 Обрывок знания
⚛️ Амарант
🛑🔥 Обожженный философский камень
⏺ Хитин
👝 Мешок с ресурсами [II]
📢 Рупор
💝 Комплимент
💩 Карма
👝 Мешок с ресурсами [III]
📜 Манускрипт синтеза
🎇 Осколок хаоса
🗺 Знание Эпсил
📝 Запись Аарона
⚛️ Титан
⚛️ Кровь
💟 Талант - Золотая антилопа
💰 Кошель с золотом (100)
🍪 Печенька
🎖 Медаль
👝 Случайный камень хаоса
👝 Камень хаоса"
"179","33","🦎 Ящер","21","140","13","📋 Страница монстра

🦎 Ящер
🔸 Уровень: 21
🗺 Зона охоты: 💦 Сквозь водопад (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 140
💰 Золото: 13

Дроп ресурсов:
🗺 Знание Эпсил
⚛️ Кровь
🕯Свеча для обжига
✴️ Кость
❇️ Кожа"
"180","55","☠️ Гигантский скелет","14","85","12","📋 Страница монстра

☠️ Гигантский скелет
🔸 Уровень: 14
🗺 Зона охоты: ☠️ Проклятые земли (❄️🏛 Цирта)

Награда за убийство:
✨ Опыт: 85
💰 Золото: 12

Дроп экипировки:
🎩 Hard Hat of Skeleton [II]
🥾 Skeleton Boots [II]
📿 Skull of Skeleton [II]
🥾 Skeleton Shoes [II]
💍 Tooth Rim of Skeleton [II]
🎩 Skeleton Helmet [II]
📿 Bone of Skeleton [II]
🛡 Skeleton Shield [II]
🎽 Skeleton Armor [II]
🔪 Yatağan of Skeleton [II]

Дроп ресурсов:
📄Рецепт [II]: Кулон наития
⏺ Кованая сталь
🪱 Часть щупальца
🗺 Знание Цирты
✴️ Кость
🎖 Медаль"
"181","23","⛄️ Снежный некто","27","150","19","📋 Страница монстра

⛄️ Снежный некто
🔸 Уровень: 27
🗺 Зона охоты: ❄️ Морозная пустошь (🧊🏛 Лонгйир)

Награда за убийство:
✨ Опыт: 150
💰 Золото: 19

Дроп ресурсов:
📄Рецепт [III]: Ледяные митенки изменника
❇️ Сосна
🎖 Медаль
📄Рецепт [III]: Ледяные браслеты изменника
📄Рецепт [III]: Ледяные наручи провидца
📄Рецепт [III]: Ледяные наручи жреца
📄Рецепт [III]: Ледяные перчатки стража
📄Рецепт [III]: Ледяные налокотники стража
📄Рецепт [III]: Ледяные перчатки провидца
🕯Свеча для обжига
📄Рецепт [III]: Ледяные браслеты жреца
⚛️ Амарант
🍎 Красное яблоко
🍊 Апельсин
💧 Вода
✴️ Медь
⏺ Кованая сталь
⏺ Бук
⏺ Хитин
💰 Кошель с золотом (100)
🔖 Свиток заточки [III]"
"182","23","☃️ Снежное нечто","27","150","19","📋 Страница монстра

☃️ Снежное нечто
🔸 Уровень: 27
🗺 Зона охоты: ❄️ Морозная пустошь (🧊🏛 Лонгйир)

Награда за убийство:
✨ Опыт: 150
💰 Золото: 19

Дроп ресурсов:
📄Рецепт [III]: Ледяные порши изменника
📄Рецепт [III]: Ледяные сапоги провидца
⚛️ Титан
📄Рецепт [III]: Ледяные пулены изменника
📄Рецепт [III]: Ледяные сапоги стража
📄Рецепт [III]: Ледяные ботинки провидца
🛑 Философский камень
📢 Рупор
🏺 Масло
✴️ Дуб
⏺ Кованая сталь
⏺ Бук
⏺ Хитин
❇️ Сосна
📄Рецепт [III]: Ледяные сапоги жреца
📄Рецепт [III]: Ледяные ботинки стража
🎖 Медаль
🕯Свеча для обжига
📄Рецепт [III]: Ледяные ботинки жреца
🔖 Свиток заточки [III]"
"183","24","🐈 Снежный барс","26","140","18","📋 Страница монстра

🐈 Снежный барс
🔸 Уровень: 26
🗺 Зона охоты: 🗻 Заснеженная гора (🧊🏛 Лонгйир)

Награда за убийство:
✨ Опыт: 140
💰 Золото: 18

Дроп ресурсов:
🗺 Знание Лонгйира
📄Рецепт [III]: Ледяная маска жреца
🧩 Обрывок знания
⚛️ Кровь
💀 Черепа убитых
💀 Черепа убитых
🪱 Часть щупальца
🔖 Свиток заточки [III]
📄Рецепт [III]: Ледяной капюшон жреца
📄Рецепт [III]: Ледяная маска изменника
❇️ Кожа
💰 Кошель с золотом (100)
👝 Мешок с ресурсами [III]
👝 Мешок с ресурсами [II]
👝 Мешок с ресурсами [I]
❇️ Сосна
📄Рецепт [III]: Ледяная шапка изменника
🎖 Медаль"
"184","24","🐺 Полярный волк","26","140","18","📋 Страница монстра

🐺 Полярный волк
🔸 Уровень: 26
🗺 Зона охоты: 🗻 Заснеженная гора (🧊🏛 Лонгйир)

Награда за убийство:
✨ Опыт: 140
💰 Золото: 18

Дроп ресурсов:
📄Рецепт [III]: Ледяной кабассет стража
🧩 Обрывок знания
⚛️ Кровь
💀 Черепа убитых
💀 Черепа убитых
🪱 Часть щупальца
🔖 Свиток заточки [III]
🎖 Медаль
📄Рецепт [III]: Ледяной топхельм стража
📄Рецепт [III]: Ледяная туника жреца
📄Рецепт [III]: Ледяное забрало провидца
❇️ Кожа
💰 Кошель с золотом (100)
👝 Мешок с ресурсами [III]
👝 Мешок с ресурсами [II]
👝 Мешок с ресурсами [I]
❇️ Сосна
📄Рецепт [III]: Ледяная кольчуга провидца
📄Рецепт [III]: Ледяной марион провидца
🗺 Знание Лонгйира"
"185","24","🦦 Морж","25","130","16","📋 Страница монстра

🦦 Морж
🔸 Уровень: 25
🗺 Зона охоты: 🗻 Заснеженная гора (🧊🏛 Лонгйир)

Награда за убийство:
✨ Опыт: 130
💰 Золото: 16

Дроп ресурсов:
⚛️ Кровь
💀 Черепа убитых
📄Рецепт [III]: Ледяная мантия жреца
💀 Черепа убитых
🪱 Часть щупальца
✴️ Кость
❇️ Кожа
👝 Мешок с ресурсами [III]
🗺 Знание Лонгйира
📄Рецепт [III]: Ледяная кираса провидца"
"186","24","🦌 Северный олень","25","150","17","📋 Страница монстра

🦌 Северный олень
🔸 Уровень: 25
🗺 Зона охоты: 🗻 Заснеженная гора (🧊🏛 Лонгйир)

Награда за убийство:
✨ Опыт: 150
💰 Золото: 17

Дроп ресурсов:
📄Рецепт [III]: Ледяная стёганка изменника
💀 Черепа убитых
💀 Черепа убитых
🪱 Часть щупальца
❇️ Кожа
💰 Кошель с золотом (100)
👝 Мешок с ресурсами [III]
👝 Мешок с ресурсами [I]
👝 Мешок с ресурсами [II]
🗺 Знание Лонгйира"
"187","24","🐹 Лемминг","24","130","16","📋 Страница монстра

🐹 Лемминг
🔸 Уровень: 24
🗺 Зона охоты: 🗻 Заснеженная гора (🧊🏛 Лонгйир)

Награда за убийство:
✨ Опыт: 130
💰 Золото: 16

Дроп ресурсов:
📄Рецепт [III]: Ледяная кольчуга изменника
💀 Черепа убитых
💀 Черепа убитых
📄Рецепт [III]: Ледяные латы стража
🪱 Часть щупальца
🥪 Бутерброд [III] - 24ч
🗺 Знание Лонгйира
💚 Личный бонус регенерации 3ч
💰 Мешок с золотом (600)
💩 Карма
🛑 Философский камень
🍐 Груша
🍏 Зеленое яблоко
🍎 Красное яблоко
🍊 Апельсин
👝 Мешок с ресурсами [II]
👝 Мешок с ресурсами [III]
❇️ Кожа
✴️ Дуб
✴️ Медь
✴️ Кость"
"188","24","🐇 Арктический беляк","24","120","16","📋 Страница монстра

🐇 Арктический беляк
🔸 Уровень: 24
🗺 Зона охоты: 🗻 Заснеженная гора (🧊🏛 Лонгйир)

Награда за убийство:
✨ Опыт: 120
💰 Золото: 16

Дроп ресурсов:
📄Рецепт [III]: Ледяная бригантина стража
⚛️ Кровь
💀 Черепа убитых
💀 Черепа убитых
✴️ Кость
❇️ Кожа
💰 Кошель с золотом (100)
🪱 Часть щупальца
🗺 Знание Лонгйира"
"189","51","👺  Прислужник","15","90","8","📋 Страница монстра

👺  Прислужник
🔸 Уровень: 15
🗺 Зона охоты: 🔥Очаг сопротивления[II] (❄️🏛 Цирта)

Награда за убийство:
✨ Опыт: 90
💰 Золото: 8

Дроп ресурсов:
🎖 Медаль
🪱 Часть щупальца
🔗 Фрагмент экипировки
👝 Мешок с ресурсами [II]
💰 Кошель с золотом (100)
💰 Котомка с золотом (250)
💰 Мешок с золотом (600)
🔖 Личный свиток удачи
🔖 Свиток заточки [II]
🍏 Зеленое яблоко
🍎 Красное яблоко
🍐 Груша
🍊 Апельсин
💩 Карма"
"190","51","👹 Прислужник","15","95","8","📋 Страница монстра

👹 Прислужник
🔸 Уровень: 15
🗺 Зона охоты: 🔥Очаг сопротивления[II] (❄️🏛 Цирта)

Награда за убийство:
✨ Опыт: 95
💰 Золото: 8

Дроп ресурсов:
🔗 Фрагмент экипировки
🪱 Часть щупальца
👝 Мешок с ресурсами [II]
💰 Кошель с золотом (100)
💰 Котомка с золотом (250)
💰 Мешок с золотом (600)
🔖 Личный свиток удачи
🔖 Свиток заточки [II]
🍏 Зеленое яблоко
🍎 Красное яблоко
🍐 Груша
🍊 Апельсин
💩 Карма
🎖 Медаль"
"191","51","👾 Прислужник","15","90","8","📋 Страница монстра

👾 Прислужник
🔸 Уровень: 15
🗺 Зона охоты: 🔥Очаг сопротивления[II] (❄️🏛 Цирта)

Награда за убийство:
✨ Опыт: 90
💰 Золото: 8

Дроп ресурсов:
🪱 Часть щупальца
👝 Мешок с ресурсами [II]
💰 Кошель с золотом (100)
💰 Котомка с золотом (250)
💰 Мешок с золотом (600)
🔖 Личный свиток удачи
🔖 Свиток заточки [II]
🍏 Зеленое яблоко
🍎 Красное яблоко
🍐 Груша
🍊 Апельсин
💩 Карма
🎖 Медаль
🔗 Фрагмент экипировки"
"192","52","👺 Жрец","23","150","18","📋 Страница монстра

👺 Жрец
🔸 Уровень: 23
🗺 Зона охоты: 🔥Очаг сопротивления[III] (❄️🏛 Цирта)

Награда за убийство:
✨ Опыт: 150
💰 Золото: 18

Дроп ресурсов:
🔖 Свиток заточки [III]
🔗 Фрагмент экипировки
🪱 Часть щупальца
👝 Мешок с ресурсами [III]
💰 Кошель с золотом (100)
💰 Котомка с золотом (250)
💰 Мешок с золотом (600)
🔖 Личный свиток удачи
🍏 Зеленое яблоко
🍎 Красное яблоко
🍐 Груша
🍊 Апельсин
💩 Карма
🅾 Осколок гармонии
🎖 Медаль"
"193","52","👹 Жрец","23","150","18","📋 Страница монстра

👹 Жрец
🔸 Уровень: 23
🗺 Зона охоты: 🔥Очаг сопротивления[III] (❄️🏛 Цирта)

Награда за убийство:
✨ Опыт: 150
💰 Золото: 18

Дроп ресурсов:
🔖 Свиток заточки [III]
🎖 Медаль
🪱 Часть щупальца
🔗 Фрагмент экипировки
🅾 Осколок гармонии
👝 Мешок с ресурсами [III]
💰 Кошель с золотом (100)
💰 Котомка с золотом (250)
💰 Мешок с золотом (600)
🔖 Личный свиток удачи
🍏 Зеленое яблоко
🍎 Красное яблоко
🍐 Груша
🍊 Апельсин
💩 Карма"
"194","52","👾 Жрец","23","150","18","📋 Страница монстра

👾 Жрец
🔸 Уровень: 23
🗺 Зона охоты: 🔥Очаг сопротивления[III] (❄️🏛 Цирта)

Награда за убийство:
✨ Опыт: 150
💰 Золото: 18

Дроп ресурсов:
🔖 Свиток заточки [III]
💰 Котомка с золотом (250)
💰 Мешок с золотом (600)
🔖 Личный свиток удачи
🍏 Зеленое яблоко
🔗 Фрагмент экипировки
🍎 Красное яблоко
🍐 Груша
🍊 Апельсин
🪱 Часть щупальца
💩 Карма
🎖 Медаль
🅾 Осколок гармонии
👝 Мешок с ресурсами [III]
💰 Кошель с золотом (100)"
"195","31","🦏 Rhino","22","150","30","📋 Страница монстра

🦏 Rhino
🔸 Уровень: 22
🗺 Зона охоты: 🌿 Заросли (❄️🏞🏛 Озеро Эпсил)

Награда за убийство:
✨ Опыт: 150
💰 Золото: 30

Дроп экипировки:
🧤 Rhino Gloves of Aspirations [III]
🧤 Rhino Siege Heavy Gloves [III]
🧤 Rhino Berserker's Gloves [III]
🧤 Rhino Crusher Gloves [III]
🧤 Rhino Saboteur's Gloves [III]
🧤 Rhino Dissent Bracers [III]
🧤 Rhino Graceful Gloves [III]

Дроп ресурсов:
🧩 Обрывок знания
⚛️ Кровь
🎇 Осколок хаоса
💰 Мешок с золотом (600)
❇️ Кожа
🎖 Медаль
✴️💧Чистая кость
👝 Мешок с ресурсами [I]
👝 Мешок с ресурсами [II]
👝 Мешок с ресурсами [III]
🍎 Красное яблоко
❇️💧Вымоченная сосна
✴️ Кость
🔖 Личный свиток удачи
💰 Кошель с золотом (100)
💰 Котомка с золотом (250)
🗺 Знание Эпсил
🔖 Свиток заточки [III]
👝 Случайный камень хаоса
👝 Камень хаоса"
"229","7","🧝🏽‍♂️🏹 Эльф разбойник","16","80","6","📋 Страница монстра

🧝🏽‍♂️🏹 Эльф разбойник
🔸 Уровень: 16
🗺 Зона охоты: 🏞Купеческий тракт (❄️🏡🏛 Грейт-Йелдем)

Награда за убийство:
✨ Опыт: 80
💰 Золото: 6

Дроп ресурсов:
🔰 Нашивка разбойников
📄Рецепт [II]: Клевец пробоин
🪱 Часть щупальца
🔖 Свиток заточки [II]
⏺ Кованая сталь
📄Рецепт [II]: Печать старца
🦺Часть экипировки разбойников
🦺Часть экипировки разбойников
❇️ Кожа
✴️ Кость"
"230","7","🧟‍♂️🪓 Орк громила","17","80","7","📋 Страница монстра

🧟‍♂️🪓 Орк громила
🔸 Уровень: 17
🗺 Зона охоты: 🏞Купеческий тракт (❄️🏡🏛 Грейт-Йелдем)

Награда за убийство:
✨ Опыт: 80
💰 Золото: 7

Дроп ресурсов:
📄Рецепт [II]: Колье безрассудства
❇️ Сосна
✴️ Дуб
🔖 Свиток заточки [II]
⏺ Бук
🔰 Нашивка разбойников
🪱 Часть щупальца
🦺Часть экипировки разбойников
🦺Часть экипировки разбойников"
"231","7","👨🏻‍🎤🗡  Человек грабитель","18","110","13","📋 Страница монстра

👨🏻‍🎤🗡  Человек грабитель
🔸 Уровень: 18
🗺 Зона охоты: 🏞Купеческий тракт (❄️🏡🏛 Грейт-Йелдем)

Награда за убийство:
✨ Опыт: 110
💰 Золото: 13

Дроп ресурсов:
📄Рецепт [II]: Малахитовое кольцо
📄Рецепт [II]: Ожерелье камней
📄 Рецепт [II]: Рубиновая россыпь
📄 Рецепт [II]: Улучшенный акинак
📄 Рецепт [II]: Кровавая секира
❇️ Сосна
✴️ Дуб
⏺ Бук
🎖 Медаль
🔖 Свиток заточки [II]
💩 Карма
📢 Рупор
👝 Мешок с ресурсами [II]
🧪 Эликсир здоровья +50% [II]
❇️ Олово
🔰 Нашивка разбойников
⚛️ Титан
⚛️ Кровь
⚛️ Амарант
🪱 Часть щупальца
🦺Часть экипировки разбойников
🦺Часть экипировки разбойников"
"232","7","🩸🧰🩸 Сундук","16","50","22","📋 Страница монстра

🩸🧰🩸 Сундук
🔸 Уровень: 16
🗺 Зона охоты: 🏞Купеческий тракт (❄️🏡🏛 Грейт-Йелдем)

Награда за убийство:
✨ Опыт: 50
💰 Золото: 22

Дроп ресурсов:
🎲 Моментальная лотерея
💰 Кошель с золотом (100)
🌡Зелье [II] +2 вын. (1 ч)
🌡Зелье [II] +2 лов. (1 ч)
🌡Зелье [II] +2 инт. (1 ч)
🌡Зелье [II] +2 сил. (1 ч)
🛑 Философский камень
🍪 Печенька
⏺ Хитин
⏺ Бук
💰 Котомка с золотом (250)
⚛️ Титан
⚛️ Кровь
💚 Личный бонус регенерации 3ч
⚛️ Амарант"
"233","25","🧔🏿⛏ Гном рудокоп","25","170","10","📋 Страница монстра

🧔🏿⛏ Гном рудокоп
🔸 Уровень: 25
🗺 Зона охоты: 🧊⛏🧊Морозная шахта (🧊🏛 Лонгйир)

Награда за убийство:
✨ Опыт: 170
💰 Золото: 10

Дроп ресурсов:
📄Рецепт [III]: Ледяная бригантина стража
🗺 Знание Лонгйира
🕯Свеча для обжига
❇️ Олово
⚛️ Титан
⚛️ Кровь
⏺ Кованая сталь
✴️ Медь
🌑Морозная руда
📄Рецепт [III]: Ледяная маска жреца
📄Рецепт [III]: Ледяной капюшон жреца
📄Рецепт [III]: Ледяная маска изменника
📄Рецепт [III]: Ледяная шапка изменника
📄Рецепт [III]: Ледяной кабассет стража
📄Рецепт [III]: Ледяной топхельм стража
📄Рецепт [III]: Ледяной марион провидца
📄Рецепт [III]: Ледяное забрало провидца
🌑Морозная руда
⚛️ Амарант
🏺 Масло
📄Рецепт [III]: Ледяная туника жреца
🧬  Особый реагент [Квест]"
"234","25","🔨🧔🏿🛡 Гном стражник","26","185","20","📋 Страница монстра

🔨🧔🏿🛡 Гном стражник
🔸 Уровень: 26
🗺 Зона охоты: 🧊⛏🧊Морозная шахта (🧊🏛 Лонгйир)

Награда за убийство:
✨ Опыт: 185
💰 Золото: 20

Дроп ресурсов:
📄Рецепт [III]: Ледяная стёганка изменника
🗺 Знание Лонгйира
🕯Свеча для обжига
⚛️ Кровь
⚛️ Титан
📄Рецепт [III]: Ледяные порши изменника
📄Рецепт [III]: Ледяные пулены изменника
📄Рецепт [III]: Ледяные ботинки жреца
📄Рецепт [III]: Ледяные сапоги жреца
📄Рецепт [III]: Ледяные ботинки провидца
📄Рецепт [III]: Ледяные сапоги провидца
📄Рецепт [III]: Ледяные сапоги стража
📄Рецепт [III]: Ледяные ботинки стража
⚛️ Амарант
🏺 Масло
🔖 Свиток заточки [III]
📄Рецепт [III]: Ледяная мантия жреца
🧬  Особый реагент [Квест]
📄Рецепт [III]: Ледяная кираса провидца"
"235","25","👳🏿‍♂️ Гном начальник шахты","27","290","22","📋 Страница монстра

👳🏿‍♂️ Гном начальник шахты
🔸 Уровень: 27
🗺 Зона охоты: 🧊⛏🧊Морозная шахта (🧊🏛 Лонгйир)

Награда за убийство:
✨ Опыт: 290
💰 Золото: 22

Дроп ресурсов:
📄Рецепт [III]: Ледяная кольчуга изменника
📄Рецепт [III]: Ледяные латы стража
💠Морозный кристалл
👝 Мешок с ресурсами [III]
📄Рецепт [III]: Ледяные браслеты изменника
📄Рецепт [III]: Ледяные митенки изменника
📄Рецепт [III]: Ледяные браслеты жреца
📄Рецепт [III]: Ледяные наручи жреца
📄Рецепт [III]: Ледяные наручи провидца
📄Рецепт [III]: Ледяные перчатки провидца
📄Рецепт [III]: Ледяные перчатки стража
📄Рецепт [III]: Ледяные налокотники стража
📄Рецепт [III]: Ледяное кольцо изменника
📄Рецепт [III]: Ледяной перстень изменника
📄Рецепт [III]: Ледяная печать жреца
📄Рецепт [III]: Ледяное кольцо жреца
📄Рецепт [III]: Ледяное кольцо провидца
📄Рецепт [III]: Ледяной перстень провидца
📄Рецепт [III]: Ледяная печать стража
📄Рецепт [III]: Ледяное кольцо стража
💰 Кошель с золотом (100)
🛑 Философский камень
🗺 Знание Лонгйира
⚛️ Амарант
🧬  Особый реагент [Квест]
📄Рецепт [III]: Ледяная кольчуга провидца"
"236","25","🗻 Рудная жила","30","0","19","📋 Страница монстра

🗻 Рудная жила
🔸 Уровень: 30
🗺 Зона охоты: 🧊⛏🧊Морозная шахта (🧊🏛 Лонгйир)

Награда за убийство:
✨ Опыт: 0
💰 Золото: 19

Дроп ресурсов:
💠Морозный кристалл
🌑Морозная руда
🌑Морозная руда
⚛️ Амарант"
"237","46","🧟‍♂️Орк сторожевой","16","240","15","📋 Страница монстра

🧟‍♂️Орк сторожевой
🔸 Уровень: 16
🗺 Зона охоты: 🏕 Внутренний двор (🏕 Форт разбойников)

Награда за убийство:
✨ Опыт: 240
💰 Золото: 15

Дроп ресурсов:
📄Рецепт [II]: Крушитель
📄Рецепт [II]: Колье безрассудства
🌙Лунная монета
❇️ Сосна
✴️ Дуб
⏺ Бук
🔖 Свиток заточки [II]"
