"id","title","normalized_title","type","subtype","grade","rarity","durability_max","is_personal","is_event","price","extra","description","raw_response"
"294","🛡 Древний щит из стали [III]","древний щит из стали","щит",NULL,"III","редкая","40","0","0","1","Бонусы предмета:
· 🗡 Атака: 11
· ❤️ Здоровье: 156
· 🔰 Защита: 27
· 👁 Предвидение: 2
· 🎯 Точность: 41
Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 36 🔻","Ручная работа ⚒ Кузнеца Аакмаана","📋 Страница экипировки

🛡 Древний щит из стали [III] :

Ручная работа ⚒ Кузнеца Аакмаана

❇️ Тип предмета: 🛡 Щит
☢️ Грейд: [III]
💎 Редкость: Редкая

Бонусы предмета:
· 🗡 Атака: 11 
· ❤️ Здоровье: 156 
· 🔰 Защита: 27 
· 👁 Предвидение: 2 
· 🎯 Точность: 41 

Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 36 🔻

⚙️ Максимальная прочность: 40


💰 Цена продажи:1"
"295","💍 Древнее стальное кольцо [III]","древнее стальное кольцо","кольцо",NULL,"III","редкая","40","0","0","1","Бонусы предмета:
· 🗡 Атака: 9 [➕️9]
· ❤️ Здоровье: 112 [➕️112]
· 🔰 Защита: 2 [➕️2]
· 👁 Предвидение: 52 [🔻️78]
· 🎯 Точность: 69 [🔻️70]
· 🥊 Крит: [🔻️281]
Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 36 🔻","Ручная работа 💍 Ювелира Oормита","📋 Страница экипировки

💍 Древнее стальное кольцо [III] :

Ручная работа 💍 Ювелира Oормита

❇️ Тип предмета: 💍 Кольцо
☢️ Грейд: [III]
💎 Редкость: Редкая

Бонусы предмета:
· 🗡 Атака: 9 [➕️9]
· ❤️ Здоровье: 112 [➕️112]
· 🔰 Защита: 2 [➕️2]
· 👁 Предвидение: 52 [🔻️78]
· 🎯 Точность: 69 [🔻️70]
· 🥊 Крит: [🔻️281]

Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 36 🔻

⚙️ Максимальная прочность: 40


💰 Цена продажи:1"
"296","🔪 Bec de Corbin [III]","bec de corbin","оружие","одноручный молот","III","эпическая","55","0","0","1","Бонусы предмета:
· 🗡 Атака: 115 [🔻️488]
· ❤️ Здоровье: 177 [➕️177]
· 🥊 Крит: 342 [🔻️78]
· 💥 Сила крита: 34 [🔻️36]
· 👁 Предвидение: 36 [➕️36]
· 🎯 Точность: 36 [➕️36]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30","From 🎭Mercenaries shop","📋 Страница экипировки

🔪 Bec de Corbin [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Одноручный молот
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 115 [🔻️488]
· ❤️ Здоровье: 177 [➕️177]
· 🥊 Крит: 342 [🔻️78]
· 💥 Сила крита: 34 [🔻️36]
· 👁 Предвидение: 36 [➕️36]
· 🎯 Точность: 36 [➕️36]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30

⚙️ Максимальная прочность: 55


💰 Цена продажи:1"
"297","🎩 Graceful Helmet [III]","graceful helmet","шлем",NULL,"III","эпическая","50","0","0","1","Бонусы предмета:
· ❤️ Здоровье: 131 [🔻️390]
· 🔰 Защита: 26 [🔻️46]
· 🥊 Крит: 188 [🔻️428]
· 💥 Сила крита: 1 [➕️1]
· 👁 Предвидение: 82 [🔻️174]
· 🎯 Точность: 85 [🔻️145]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30","From 🎭Mercenaries shop","📋 Страница экипировки

🎩 Graceful Helmet [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🎩 Шлем
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· ❤️ Здоровье: 131 [🔻️390]
· 🔰 Защита: 26 [🔻️46]
· 🥊 Крит: 188 [🔻️428]
· 💥 Сила крита: 1 [➕️1]
· 👁 Предвидение: 82 [🔻️174]
· 🎯 Точность: 85 [🔻️145]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30

⚙️ Максимальная прочность: 50


💰 Цена продажи:1"
"298","📿 Древняя стальная цепь [III]","древняя стальная цепь","колье",NULL,"III","редкая","45","0","0","1","Бонусы предмета:
· 🗡 Атака: 15 [➕️15]
· ❤️ Здоровье: 151 [➕️151]
· 👁 Предвидение: 102 [🔻️62]
· 🎯 Точность: 47 [🔻️77]
· 🥊 Крит: [🔻️300]
· 💥 Сила крита: [🔻️7]
Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 36 🔻","Ручная работа 💍 Ювелира Oормита","📋 Страница экипировки

📿 Древняя стальная цепь [III] :

Ручная работа 💍 Ювелира Oормита

❇️ Тип предмета: 📿 Колье
☢️ Грейд: [III]
💎 Редкость: Редкая

Бонусы предмета:
· 🗡 Атака: 15 [➕️15]
· ❤️ Здоровье: 151 [➕️151]
· 👁 Предвидение: 102 [🔻️62]
· 🎯 Точность: 47 [🔻️77]
· 🥊 Крит: [🔻️300]
· 💥 Сила крита: [🔻️7]

Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 36 🔻

⚙️ Максимальная прочность: 45


💰 Цена продажи:1"
"299","🎽 Graceful Armor [III]","graceful armor","доспех",NULL,"III","эпическая","55","0","0","1","Бонусы предмета:
· ❤️ Здоровье: 282 [🔻️1456]
· 🔰 Защита: 32 [🔻️268]
· 🥊 Крит: 266 [🔻️795]
· 💥 Сила крита: 1 [➕️1]
· 👁 Предвидение: 119 [🔻️244]
· 🎯 Точность: 90 [🔻️372]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30","From 🎭Mercenaries shop","📋 Страница экипировки

🎽 Graceful Armor [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🎽 Доспех
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· ❤️ Здоровье: 282 [🔻️1456]
· 🔰 Защита: 32 [🔻️268]
· 🥊 Крит: 266 [🔻️795]
· 💥 Сила крита: 1 [➕️1]
· 👁 Предвидение: 119 [🔻️244]
· 🎯 Точность: 90 [🔻️372]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30

⚙️ Максимальная прочность: 55


💰 Цена продажи:1"
"300","🧤 Graceful Gloves [III]","graceful gloves","перчатки",NULL,"III","эпическая","50","0","0","1","Бонусы предмета:
· 🗡 Атака: 8 [➕️8]
· ❤️ Здоровье: 157 [🔻️478]
· 🔰 Защита: 1 [🔻️91]
· 🥊 Крит: 188 [🔻️413]
· 💥 Сила крита: 15 [➕️15]
· 👁 Предвидение: 65 [🔻️223]
· 🎯 Точность: 62 [🔻️215]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30","From 🎭Mercenaries shop","📋 Страница экипировки

🧤 Graceful Gloves [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🧤 Перчатки
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 8 [➕️8]
· ❤️ Здоровье: 157 [🔻️478]
· 🔰 Защита: 1 [🔻️91]
· 🥊 Крит: 188 [🔻️413]
· 💥 Сила крита: 15 [➕️15]
· 👁 Предвидение: 65 [🔻️223]
· 🎯 Точность: 62 [🔻️215]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30

⚙️ Максимальная прочность: 50


💰 Цена продажи:1"
"301","🥾 Graceful Boots [III]","graceful boots","сапоги",NULL,"III","эпическая","50","0","0","1","Бонусы предмета:
· ❤️ Здоровье: 101 [🔻️534]
· 🔰 Защита: 25 [🔻️67]
· 🥊 Крит: 190 [🔻️411]
· 💥 Сила крита: 1 [➕️1]
· 👁 Предвидение: 70 [🔻️218]
· 🎯 Точность: 44 [🔻️233]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30","From 🎭Mercenaries shop","📋 Страница экипировки

🥾 Graceful Boots [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🥾 Сапоги
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· ❤️ Здоровье: 101 [🔻️534]
· 🔰 Защита: 25 [🔻️67]
· 🥊 Крит: 190 [🔻️411]
· 💥 Сила крита: 1 [➕️1]
· 👁 Предвидение: 70 [🔻️218]
· 🎯 Точность: 44 [🔻️233]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30

⚙️ Максимальная прочность: 50


💰 Цена продажи:1"
"302","🛡 Graceful Shield [III]","graceful shield","щит",NULL,"III","эпическая","50","0","0","1","Бонусы предмета:
· ❤️ Здоровье: 115
· 🔰 Защита: 17
· 🥊 Крит: 212
· 💥 Сила крита: 14
· 👁 Предвидение: 30
· 🎯 Точность: 23
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30","From 🎭Mercenaries shop","📋 Страница экипировки

🛡 Graceful Shield [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🛡 Щит
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· ❤️ Здоровье: 115 
· 🔰 Защита: 17 
· 🥊 Крит: 212 
· 💥 Сила крита: 14 
· 👁 Предвидение: 30 
· 🎯 Точность: 23 

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30

⚙️ Максимальная прочность: 50


💰 Цена продажи:1"
"303","💍 Graceful Ring [III]","graceful ring","кольцо",NULL,"III","эпическая","50","0","0","1","Бонусы предмета:
· 🗡 Атака: 14 [➕️14]
· ❤️ Здоровье: 105 [➕️105]
· 🥊 Крит: 138 [🔻️143]
· 💥 Сила крита: 15 [➕️15]
· 👁 Предвидение: 42 [🔻️88]
· 🎯 Точность: 42 [🔻️97]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30","From 🎭Mercenaries shop","📋 Страница экипировки

💍 Graceful Ring [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 💍 Кольцо
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 14 [➕️14]
· ❤️ Здоровье: 105 [➕️105]
· 🥊 Крит: 138 [🔻️143]
· 💥 Сила крита: 15 [➕️15]
· 👁 Предвидение: 42 [🔻️88]
· 🎯 Точность: 42 [🔻️97]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30

⚙️ Максимальная прочность: 50


💰 Цена продажи:1"
"304","📿 Graceful Necklace [III]","graceful necklace","колье",NULL,"III","эпическая","55","0","0","1","Бонусы предмета:
· 🗡 Атака: 15 [➕️15]
· ❤️ Здоровье: 181 [➕️181]
· 🥊 Крит: 177 [🔻️123]
· 💥 Сила крита: 16 [➕️9]
· 👁 Предвидение: 62 [🔻️102]
· 🎯 Точность: 34 [🔻️90]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30","From 🎭Mercenaries shop","📋 Страница экипировки

📿 Graceful Necklace [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 📿 Колье
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 15 [➕️15]
· ❤️ Здоровье: 181 [➕️181]
· 🥊 Крит: 177 [🔻️123]
· 💥 Сила крита: 16 [➕️9]
· 👁 Предвидение: 62 [🔻️102]
· 🎯 Точность: 34 [🔻️90]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 15
· 🧿 Интуиция: 30

⚙️ Максимальная прочность: 55


💰 Цена продажи:1"
"305","🔪 Sharp Sword [III]","sharp sword","оружие","меч двуручный","III","эпическая","85","0","0","1","Бонусы предмета:
· 🗡 Атака: 142 [🔻️461]
· ❤️ Здоровье: 390 [➕️390]
· 🥊 Крит: 452 [➕️32]
· 💥 Сила крита: 72 [➕️2]
· 👁 Предвидение: 33 [➕️33]
· 🎯 Точность: 64 [➕️64]
Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻","From 🎭Mercenaries shop","📋 Страница экипировки

🔪 Sharp Sword [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Меч двуручный
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 142 [🔻️461]
· ❤️ Здоровье: 390 [➕️390]
· 🥊 Крит: 452 [➕️32]
· 💥 Сила крита: 72 [➕️2]
· 👁 Предвидение: 33 [➕️33]
· 🎯 Точность: 64 [➕️64]

Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻

⚙️ Максимальная прочность: 85


💰 Цена продажи:1"
"306","🎩 Crusher Helmet [III]","crusher helmet","шлем",NULL,"III","эпическая","50","0","0","1","Бонусы предмета:
· ❤️ Здоровье: 150 [🔻️371]
· 🔰 Защита: 27 [🔻️45]
· 🥊 Крит: 182 [🔻️434]
· 👁 Предвидение: 79 [🔻️177]
· 🎯 Точность: 81 [🔻️149]
Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻","From 🎭Mercenaries shop","📋 Страница экипировки

🎩 Crusher Helmet [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🎩 Шлем
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· ❤️ Здоровье: 150 [🔻️371]
· 🔰 Защита: 27 [🔻️45]
· 🥊 Крит: 182 [🔻️434]
· 👁 Предвидение: 79 [🔻️177]
· 🎯 Точность: 81 [🔻️149]

Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻

⚙️ Максимальная прочность: 50


💰 Цена продажи:1"
"307","🎽 Crusher Armor [III]","crusher armor","доспех",NULL,"III","эпическая","55","0","0","1","Бонусы предмета:
· ❤️ Здоровье: 323 [🔻️1415]
· 🔰 Защита: 32 [🔻️268]
· 🥊 Крит: 270 [🔻️791]
· 💥 Сила крита: 2 [➕️2]
· 👁 Предвидение: 99 [🔻️264]
· 🎯 Точность: 102 [🔻️360]
Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻","From 🎭Mercenaries shop","📋 Страница экипировки

🎽 Crusher Armor [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🎽 Доспех
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· ❤️ Здоровье: 323 [🔻️1415]
· 🔰 Защита: 32 [🔻️268]
· 🥊 Крит: 270 [🔻️791]
· 💥 Сила крита: 2 [➕️2]
· 👁 Предвидение: 99 [🔻️264]
· 🎯 Точность: 102 [🔻️360]

Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻

⚙️ Максимальная прочность: 55


💰 Цена продажи:1"
"308","🧤 Crusher Gloves [III]","crusher gloves","перчатки",NULL,"III","эпическая","50","0","0","1","Бонусы предмета:
· 🗡 Атака: 6 [➕️6]
· ❤️ Здоровье: 152 [🔻️483]
· 🔰 Защита: 2 [🔻️90]
· 🥊 Крит: 170 [🔻️431]
· 💥 Сила крита: 18 [➕️18]
· 👁 Предвидение: 62 [🔻️226]
· 🎯 Точность: 62 [🔻️215]
Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻","From 🎭Mercenaries shop","📋 Страница экипировки

🧤 Crusher Gloves [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🧤 Перчатки
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 6 [➕️6]
· ❤️ Здоровье: 152 [🔻️483]
· 🔰 Защита: 2 [🔻️90]
· 🥊 Крит: 170 [🔻️431]
· 💥 Сила крита: 18 [➕️18]
· 👁 Предвидение: 62 [🔻️226]
· 🎯 Точность: 62 [🔻️215]

Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻

⚙️ Максимальная прочность: 50


💰 Цена продажи:1"
"309","🥾 Crusher Boots [III]","crusher boots","сапоги",NULL,"III","эпическая","50","0","0","1","Бонусы предмета:
· 🗡 Атака: 3 [➕️3]
· ❤️ Здоровье: 122 [🔻️513]
· 🔰 Защита: 20 [🔻️72]
· 🥊 Крит: 181 [🔻️420]
· 👁 Предвидение: 55 [🔻️233]
· 🎯 Точность: 65 [🔻️212]
Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻","From 🎭Mercenaries shop","📋 Страница экипировки

🥾 Crusher Boots [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🥾 Сапоги
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 3 [➕️3]
· ❤️ Здоровье: 122 [🔻️513]
· 🔰 Защита: 20 [🔻️72]
· 🥊 Крит: 181 [🔻️420]
· 👁 Предвидение: 55 [🔻️233]
· 🎯 Точность: 65 [🔻️212]

Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻

⚙️ Максимальная прочность: 50


💰 Цена продажи:1"
"310","💍 Crusher Ring [III]","crusher ring","кольцо",NULL,"III","эпическая","50","0","0","1","Бонусы предмета:
· 🗡 Атака: 16 [➕️16]
· ❤️ Здоровье: 108 [➕️108]
· 🥊 Крит: 156 [🔻️125]
· 💥 Сила крита: 16 [➕️16]
· 👁 Предвидение: 24 [🔻️106]
· 🎯 Точность: 27 [🔻️112]
Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻","From 🎭Mercenaries shop","📋 Страница экипировки

💍 Crusher Ring [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 💍 Кольцо
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 16 [➕️16]
· ❤️ Здоровье: 108 [➕️108]
· 🥊 Крит: 156 [🔻️125]
· 💥 Сила крита: 16 [➕️16]
· 👁 Предвидение: 24 [🔻️106]
· 🎯 Точность: 27 [🔻️112]

Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻

⚙️ Максимальная прочность: 50


💰 Цена продажи:1"
"311","📿 Crusher Necklace [III]","crusher necklace","колье",NULL,"III","эпическая","55","0","0","1","Бонусы предмета:
· 🗡 Атака: 17 [➕️17]
· ❤️ Здоровье: 181 [➕️181]
· 🥊 Крит: 171 [🔻️129]
· 💥 Сила крита: 20 [➕️13]
· 👁 Предвидение: 41 [🔻️123]
· 🎯 Точность: 66 [🔻️58]
Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻","From 🎭Mercenaries shop","📋 Страница экипировки

📿 Crusher Necklace [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 📿 Колье
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 17 [➕️17]
· ❤️ Здоровье: 181 [➕️181]
· 🥊 Крит: 171 [🔻️129]
· 💥 Сила крита: 20 [➕️13]
· 👁 Предвидение: 41 [🔻️123]
· 🎯 Точность: 66 [🔻️58]

Требования для ношения:
· ✊ Сила: 12
· ♥️ Выносливость: 12
· 🧿 Интуиция: 36 🔻

⚙️ Максимальная прочность: 55


💰 Цена продажи:1"
"312","🔪 Sledgehammer [III]","sledgehammer","оружие","молот двуручный","III","эпическая","85","0","0","1","Бонусы предмета:
· 🗡 Атака: 204 [🔻️399]
· ❤️ Здоровье: 410 [➕️410]
· 👁 Предвидение: 33 [➕️33]
· 🎯 Точность: 223 [➕️223]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]
Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20","From 🎭Mercenaries shop","📋 Страница экипировки

🔪 Sledgehammer [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Молот двуручный
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 204 [🔻️399]
· ❤️ Здоровье: 410 [➕️410]
· 👁 Предвидение: 33 [➕️33]
· 🎯 Точность: 223 [➕️223]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]

Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20

⚙️ Максимальная прочность: 85


💰 Цена продажи:1"
"313","🎩 Berserker's Helmet [III]","berserkers helmet","шлем",NULL,"III","эпическая","50","0","0","1","Бонусы предмета:
· ❤️ Здоровье: 162 [🔻️359]
· 🔰 Защита: 27 [🔻️45]
· 👁 Предвидение: 71 [🔻️185]
· 🎯 Точность: 75 [🔻️155]
· 🥊 Крит: [🔻️616]
Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20","From 🎭Mercenaries shop","📋 Страница экипировки

🎩 Berserker's Helmet [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🎩 Шлем
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· ❤️ Здоровье: 162 [🔻️359]
· 🔰 Защита: 27 [🔻️45]
· 👁 Предвидение: 71 [🔻️185]
· 🎯 Точность: 75 [🔻️155]
· 🥊 Крит: [🔻️616]

Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20

⚙️ Максимальная прочность: 50


💰 Цена продажи:1"
"314","🎽 Berserker's Armor [III]","berserkers armor","доспех",NULL,"III","эпическая","55","0","0","1","Бонусы предмета:
· ❤️ Здоровье: 348 [🔻️1390]
· 🔰 Защита: 36 [🔻️264]
· 👁 Предвидение: 35 [🔻️328]
· 🎯 Точность: 99 [🔻️363]
· 🥊 Крит: [🔻️1061]
Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20","From 🎭Mercenaries shop","📋 Страница экипировки

🎽 Berserker's Armor [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🎽 Доспех
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· ❤️ Здоровье: 348 [🔻️1390]
· 🔰 Защита: 36 [🔻️264]
· 👁 Предвидение: 35 [🔻️328]
· 🎯 Точность: 99 [🔻️363]
· 🥊 Крит: [🔻️1061]

Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20

⚙️ Максимальная прочность: 55


💰 Цена продажи:1"
"315","🧤 Berserker's Gloves [III]","berserkers gloves","перчатки",NULL,"III","эпическая","50","0","0","1","Бонусы предмета:
· 🗡 Атака: 4 [➕️4]
· ❤️ Здоровье: 156 [🔻️479]
· 🔰 Защита: 10 [🔻️82]
· 👁 Предвидение: 56 [🔻️232]
· 🎯 Точность: 64 [🔻️213]
· 🥊 Крит: [🔻️601]
Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20","From 🎭Mercenaries shop","📋 Страница экипировки

🧤 Berserker's Gloves [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🧤 Перчатки
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 4 [➕️4]
· ❤️ Здоровье: 156 [🔻️479]
· 🔰 Защита: 10 [🔻️82]
· 👁 Предвидение: 56 [🔻️232]
· 🎯 Точность: 64 [🔻️213]
· 🥊 Крит: [🔻️601]

Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20

⚙️ Максимальная прочность: 50


💰 Цена продажи:1"
"316","🥾 Berserker's Boots [III]","berserkers boots","сапоги",NULL,"III","эпическая","50","0","0","1","Бонусы предмета:
· ❤️ Здоровье: 169 [🔻️466]
· 🔰 Защита: 15 [🔻️77]
· 👁 Предвидение: 42 [🔻️246]
· 🎯 Точность: 61 [🔻️216]
· 🥊 Крит: [🔻️601]
Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20","From 🎭Mercenaries shop","📋 Страница экипировки

🥾 Berserker's Boots [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 🥾 Сапоги
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· ❤️ Здоровье: 169 [🔻️466]
· 🔰 Защита: 15 [🔻️77]
· 👁 Предвидение: 42 [🔻️246]
· 🎯 Точность: 61 [🔻️216]
· 🥊 Крит: [🔻️601]

Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20

⚙️ Максимальная прочность: 50


💰 Цена продажи:1"
"317","💍 Berserker's Signet [III]","berserkers signet","кольцо",NULL,"III","эпическая","50","0","0","1","Бонусы предмета:
· 🗡 Атака: 14 [➕️14]
· ❤️ Здоровье: 163 [➕️163]
· 👁 Предвидение: 74 [🔻️56]
· 🎯 Точность: 44 [🔻️95]
· 🥊 Крит: [🔻️281]
Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20","From 🎭Mercenaries shop","📋 Страница экипировки

💍 Berserker's Signet [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 💍 Кольцо
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 14 [➕️14]
· ❤️ Здоровье: 163 [➕️163]
· 👁 Предвидение: 74 [🔻️56]
· 🎯 Точность: 44 [🔻️95]
· 🥊 Крит: [🔻️281]

Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20

⚙️ Максимальная прочность: 50


💰 Цена продажи:1"
"318","📿 Berserk's Necklace [III]","berserks necklace","колье",NULL,"III","эпическая","55","0","0","1","Бонусы предмета:
· 🗡 Атака: 19 [➕️19]
· ❤️ Здоровье: 214 [➕️214]
· 👁 Предвидение: 70 [🔻️94]
· 🎯 Точность: 70 [🔻️54]
· 🥊 Крит: [🔻️300]
· 💥 Сила крита: [🔻️7]
Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20","From 🎭Mercenaries shop","📋 Страница экипировки

📿 Berserk's Necklace [III] :

From 🎭Mercenaries shop

❇️ Тип предмета: 📿 Колье
☢️ Грейд: [III]
💎 Редкость: Эпическая

Бонусы предмета:
· 🗡 Атака: 19 [➕️19]
· ❤️ Здоровье: 214 [➕️214]
· 👁 Предвидение: 70 [🔻️94]
· 🎯 Точность: 70 [🔻️54]
· 🥊 Крит: [🔻️300]
· 💥 Сила крита: [🔻️7]

Требования для ношения:
· ✊ Сила: 40
· ♥️ Выносливость: 20

⚙️ Максимальная прочность: 55


💰 Цена продажи:1"
